,name_dk_wk4,position_dk_wk4,team_draft_wk4,opponent_fd_wk4,salary_dk_wk4,salary_fd_wk4,salary_draft_wk4,fd_adj_wk4,draft_adj_wk4,adj_fd-dk_wk4,adj_draft-dk_wk4,fd-dk_wk4,draft-dk_wk4,draft-fd_wk4,ppg_draft_wk4,ppg_dk_wk4,ppg_fd_wk4,ppg_diff_wk4
308,Dontrelle Inman,WR,Chargers,MIA,3000.0,4800.0,6000.0,4000.0,3000.0,1000.0,0.0,1800.0,3000.0,1200.0,2.86,2.87,2.4,0.4700000000000002
309,Allen Hurns,WR,Dolphins,LAC,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,2.36,2.37,1.9,0.4700000000000002
310,TJ Jones,WR,Giants,WAS,3000.0,4700.0,6000.0,3917.0,3000.0,917.0,0.0,1700.0,3000.0,1300.0,6.4,6.4,5.7,0.7000000000000002
311,Cody Core,WR,Giants,WAS,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,1.93,1.93,4.3,-2.37
312,Trey Quinn,WR,Redskins,NYG,3000.0,5400.0,6000.0,4500.0,3000.0,1500.0,0.0,2400.0,3000.0,600.0,10.45,9.63,7.5,2.130000000000001
313,Kelvin Harmon,WR,Redskins,NYG,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,2.55,1.7,4.1,-2.3999999999999995
314,Steven Sims Jr.,WR,Redskins,NYG,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,1.45,2.43,1.9,0.5300000000000002
315,Robert Davis,WR,Redskins,NYG,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,0.0,0.0,0.0,0.0
316,D.J. Foster,RB,Cardinals,SEA,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,0.0,0.0,0.0,0.0
317,Travis Homer,RB,Seahawks,ARI,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,0.0,0.0,0.0,0.0
318,Nick Bellore,RB,Seahawks,ARI,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,0.0,0.0,0.9,-0.9
319,Trent Sherfield,WR,Cardinals,SEA,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,0.0,0.0,0.0,0.0
320,John Ursua,WR,Seahawks,ARI,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,0.0,0.0,0.0,0.0
321,Gary Jennings,WR,Seahawks,ARI,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,0.0,0.0,0.0,0.0
322,T.J. Logan,RB,Buccaneers,LAR,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,0.0,0.0,0.0,0.0
323,Justin Watson,WR,Buccaneers,LAR,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,0.0,0.0,0.3,-0.3
324,Bobo Wilson,WR,Buccaneers,LAR,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,0.0,0.0,0.0,0.0
325,Scotty Miller,WR,Buccaneers,LAR,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,0.0,0.0,0.0,0.0
326,JoJo Natson,WR,Rams,TB,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,0.0,0.0,0.0,0.0
327,Mike Thomas,WR,Rams,TB,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,0.0,0.0,0.0,0.0
328,Nsimba Webster,WR,Rams,TB,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,0.0,0.0,0.0,0.0
329,Kerrith Whyte Jr.,RB,Bears,MIN,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,0.0,0.0,0.0,0.0
330,Ameer Abdullah,RB,Vikings,CHI,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,0.33,0.33,0.3,0.030000000000000027
331,Mike Boone,RB,Vikings,CHI,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,0.93,0.93,2.8,-1.8699999999999997
332,C.J. Ham,RB,Vikings,CHI,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,0.33,0.33,0.2,0.13
333,Riley Ridley,WR,Bears,MIN,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,0.0,0.0,0.0,0.0
334,Laquon Treadwell,WR,Vikings,,3000.0,,6000.0,,3000.0,,0.0,,3000.0,,0.0,0.0,,
335,Olabisi Johnson,WR,Vikings,CHI,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,0.0,0.0,0.0,0.0
336,Andy Janovich,RB,Broncos,JAC,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,0.0,0.0,2.4,-2.4
337,Tyler Ervin,RB,Jaguars,DEN,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,0.0,0.0,0.0,0.0
338,Devine Ozigbo,RB,Jaguars,DEN,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,0.0,0.0,0.0,0.0
339,Roc Thomas,RB,Jaguars,,3000.0,,6000.0,,3000.0,,0.0,,3000.0,,0.0,0.0,,
340,Diontae Spencer,WR,Broncos,JAC,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,0.0,0.0,0.0,0.0
341,Juwann Winfree,WR,Broncos,JAC,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,0.0,0.0,0.0,0.0
342,River Cracraft,WR,Broncos,,3000.0,,6000.0,,3000.0,,0.0,,3000.0,,0.0,0.0,,
343,C.J. Board,WR,Jaguars,DEN,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,0.0,0.0,0.0,0.0
344,James O'Shaughnessy,TE,Jaguars,DEN,3000.0,4600.0,5900.0,3833.0,2950.0,833.0,-50.0,1600.0,2900.0,1300.0,7.93,7.93,6.3,1.63
345,Falcons,DST,Falcons,TEN,2900.0,3900.0,5100.0,3250.0,2550.0,350.0,-350.0,1000.0,2200.0,1200.0,3.66,3.67,3.7,-0.03000000000000025
346,Nick Boyle,TE,Ravens,CLE,2900.0,4900.0,5600.0,4083.0,2800.0,1183.0,-100.0,2000.0,2700.0,700.0,5.93,5.93,4.6,1.33
347,Dawson Knox,TE,Bills,NE,2900.0,4700.0,5700.0,3917.0,2850.0,1017.0,-50.0,1800.0,2800.0,1000.0,6.83,6.83,6.0,0.8300000000000001
348,Ben Braunecker,TE,Bears,MIN,2900.0,4000.0,5600.0,3333.0,2800.0,433.0,-100.0,1100.0,2700.0,1600.0,2.2,1.47,3.4,-1.93
349,Irv Smith Jr.,TE,Vikings,CHI,2900.0,4600.0,5600.0,3833.0,2800.0,933.0,-100.0,1700.0,2700.0,1000.0,3.3,3.3,4.0,-0.7000000000000002
350,Geoff Swaim,TE,Jaguars,DEN,2900.0,4500.0,5600.0,3750.0,2800.0,850.0,-100.0,1600.0,2700.0,1100.0,3.96,3.97,2.6,1.37
351,Broncos,DST,Broncos,JAC,2900.0,4100.0,5400.0,3417.0,2700.0,517.0,-200.0,1200.0,2500.0,1300.0,0.33,0.33,0.3,0.030000000000000027
352,Jonnu Smith,TE,Titans,ATL,2800.0,4000.0,5600.0,3333.0,2800.0,533.0,0.0,1200.0,2800.0,1600.0,2.23,2.23,2.6,-0.3700000000000001
353,Ricky Seals-Jones,TE,Browns,BAL,2800.0,5000.0,5600.0,4167.0,2800.0,1367.0,0.0,2200.0,2800.0,600.0,1.2,1.2,1.9,-0.7
354,Darren Fells,TE,Texans,CAR,2800.0,4700.0,5600.0,3917.0,2800.0,1117.0,0.0,1900.0,2800.0,900.0,5.93,5.93,4.9,1.0299999999999994
355,Redskins,DST,Redskins,NYG,2800.0,4100.0,5100.0,3417.0,2550.0,617.0,-250.0,1300.0,2300.0,1000.0,1.0,2.33,2.3,0.03000000000000025
356,Cameron Brate,TE,Buccaneers,LAR,2800.0,4500.0,5600.0,3750.0,2800.0,950.0,0.0,1700.0,2800.0,1100.0,2.83,2.83,1.8,1.03
357,Matt LaCosse,TE,Patriots,BUF,2700.0,4000.0,5000.0,3333.0,2500.0,633.0,-200.0,1300.0,2300.0,1000.0,5.3,5.3,4.3,1.0
358,Raiders,DST,Raiders,IND,2700.0,3400.0,4400.0,2833.0,2200.0,133.0,-500.0,700.0,1700.0,1000.0,2.0,2.0,2.0,0.0
359,Nick Vannett,TE,Seahawks,ARI,2700.0,4500.0,5300.0,3750.0,2650.0,1050.0,-50.0,1800.0,2600.0,800.0,2.6,2.6,1.9,0.7000000000000002
360,Josh Oliver,TE,Jaguars,DEN,2700.0,4000.0,5300.0,3333.0,2650.0,633.0,-50.0,1300.0,2600.0,1300.0,0.0,0.0,0.0,0.0
361,Titans,DST,Titans,ATL,2600.0,3500.0,4700.0,2917.0,2350.0,317.0,-250.0,900.0,2100.0,1200.0,10.66,10.67,10.7,-0.02999999999999936
362,Tyler Kroft,TE,Bills,NE,2600.0,4000.0,5000.0,3333.0,2500.0,733.0,-100.0,1400.0,2400.0,1000.0,0.0,0.0,1.1,-1.1
363,Bills,DST,Bills,NE,2600.0,3400.0,4700.0,2833.0,2350.0,233.0,-250.0,800.0,2100.0,1300.0,9.0,9.0,9.0,0.0
364,Jesse James,TE,Lions,KC,2600.0,4000.0,5000.0,3333.0,2500.0,733.0,-100.0,1400.0,2400.0,1000.0,3.2,3.2,2.4,0.8000000000000003
365,Ian Thomas,TE,Panthers,HOU,2600.0,4000.0,5000.0,3333.0,2500.0,733.0,-100.0,1400.0,2400.0,1000.0,0.0,0.0,0.0,0.0
366,Virgil Green,TE,Chargers,MIA,2600.0,4000.0,5800.0,3333.0,2900.0,733.0,300.0,1400.0,3200.0,1800.0,1.1,1.1,1.1,0.0
367,Lance Kendricks,TE,Chargers,,2600.0,,5500.0,,2750.0,,150.0,,2900.0,,2.3,2.3,,
368,Mike Gesicki,TE,Dolphins,LAC,2600.0,4600.0,5000.0,3833.0,2500.0,1233.0,-100.0,2000.0,2400.0,400.0,3.7,3.7,2.7,1.0
369,Durham Smythe,TE,Dolphins,LAC,2600.0,4000.0,5000.0,3333.0,2500.0,733.0,-100.0,1400.0,2400.0,1000.0,1.13,1.13,1.5,-0.3700000000000001
370,Rhett Ellison,TE,Giants,WAS,2600.0,4000.0,5000.0,3333.0,2500.0,733.0,-100.0,1400.0,2400.0,1000.0,1.63,1.63,1.1,0.5299999999999998
371,Kaden Smith,TE,Giants,WAS,2600.0,4000.0,5000.0,3333.0,2500.0,733.0,-100.0,1400.0,2400.0,1000.0,0.0,0.0,0.0,0.0
372,Charles Clay,TE,Cardinals,SEA,2600.0,4200.0,5000.0,3500.0,2500.0,900.0,-100.0,1600.0,2400.0,800.0,1.66,1.67,1.2,0.47
373,Darrell Daniels,TE,Cardinals,SEA,2600.0,4000.0,5000.0,3333.0,2500.0,733.0,-100.0,1400.0,2400.0,1000.0,0.0,0.0,0.0,0.0
374,Noah Fant,TE,Broncos,JAC,2600.0,4600.0,5000.0,3833.0,2500.0,1233.0,-100.0,2000.0,2400.0,400.0,5.8,5.8,4.0,1.7999999999999998
375,Jeff Heuerman,TE,Broncos,JAC,2600.0,4500.0,5000.0,3750.0,2500.0,1150.0,-100.0,1900.0,2400.0,500.0,3.36,3.37,3.5,-0.1299999999999999
376,Luke Stocker,TE,Falcons,TEN,2500.0,4000.0,5000.0,3333.0,2500.0,833.0,0.0,1500.0,2500.0,1000.0,1.86,1.87,1.2,0.6700000000000002
377,Jaeden Graham,TE,Falcons,TEN,2500.0,4000.0,5000.0,3333.0,2500.0,833.0,0.0,1500.0,2500.0,1000.0,0.0,0.0,0.0,0.0
378,MyCole Pruitt,TE,Titans,ATL,2500.0,4000.0,5000.0,3333.0,2500.0,833.0,0.0,1500.0,2500.0,1000.0,0.0,0.0,0.0,0.0
379,Anthony Firkser,TE,Titans,ATL,2500.0,4000.0,5000.0,3333.0,2500.0,833.0,0.0,1500.0,2500.0,1000.0,0.0,0.0,4.8,-4.8
380,Beau Brinkley,TE,Titans,,2500.0,,5000.0,,2500.0,,0.0,,2500.0,,0.0,0.0,,
381,Demetrius Harris,TE,Browns,BAL,2500.0,4500.0,5000.0,3750.0,2500.0,1250.0,0.0,2000.0,2500.0,500.0,2.86,2.87,2.5,0.3700000000000001
382,Pharaoh Brown,TE,Browns,BAL,2500.0,4000.0,5000.0,3333.0,2500.0,833.0,0.0,1500.0,2500.0,1000.0,0.0,0.0,0.0,0.0
383,Rico Gathers,TE,Browns,BAL,2500.0,4000.0,5000.0,3333.0,2500.0,833.0,0.0,1500.0,2500.0,1000.0,0.0,0.0,1.0,-1.0
384,Browns,DST,Browns,BAL,2500.0,3500.0,4100.0,2917.0,2050.0,417.0,-450.0,1000.0,1600.0,600.0,7.33,7.33,7.3,0.03000000000000025
385,Lee Smith,TE,Bills,NE,2500.0,4000.0,5000.0,3333.0,2500.0,833.0,0.0,1500.0,2500.0,1000.0,0.6,0.6,0.6,0.0
386,Tommy Sweeney,TE,Bills,NE,2500.0,4000.0,5000.0,3333.0,2500.0,833.0,0.0,1500.0,2500.0,1000.0,2.26,2.27,1.8,0.47
387,Ryan Izzo,TE,Patriots,BUF,2500.0,4500.0,5000.0,3750.0,2500.0,1250.0,0.0,2000.0,2500.0,500.0,2.13,2.13,2.7,-0.5700000000000003
388,Deon Yelder,TE,Chiefs,DET,2500.0,4000.0,5000.0,3333.0,2500.0,833.0,0.0,1500.0,2500.0,1000.0,0.0,0.0,0.0,0.0
389,Blake Bell,TE,Chiefs,DET,2500.0,4000.0,5000.0,3333.0,2500.0,833.0,0.0,1500.0,2500.0,1000.0,0.93,0.93,0.6,0.33000000000000007
390,James Winchester,TE,Chiefs,,2500.0,,5000.0,,2500.0,,0.0,,2500.0,,0.0,0.0,,
391,Logan Thomas,TE,Lions,KC,2500.0,4000.0,5000.0,3333.0,2500.0,833.0,0.0,1500.0,2500.0,1000.0,1.4,1.4,1.6,-0.20000000000000018
392,Chris Manhertz,TE,Panthers,HOU,2500.0,4000.0,5000.0,3333.0,2500.0,833.0,0.0,1500.0,2500.0,1000.0,0.0,0.0,4.1,-4.1
393,Jerell Adams,TE,Texans,CAR,2500.0,4000.0,5000.0,3333.0,2500.0,833.0,0.0,1500.0,2500.0,1000.0,0.0,0.0,0.0,0.0
394,Logan Paulsen,TE,Texans,CAR,2500.0,4000.0,5000.0,3333.0,2500.0,833.0,0.0,1500.0,2500.0,1000.0,0.0,0.0,2.8,-2.8
395,Mo Alie-Cox,TE,Colts,OAK,2500.0,4200.0,5000.0,3500.0,2500.0,1000.0,0.0,1700.0,2500.0,800.0,1.93,1.93,1.4,0.53
396,Hale Hentges,TE,Colts,OAK,2500.0,4000.0,5000.0,3333.0,2500.0,833.0,0.0,1500.0,2500.0,1000.0,0.0,0.0,0.0,0.0
397,Foster Moreau,TE,Raiders,IND,2500.0,4000.0,5000.0,3333.0,2500.0,833.0,0.0,1500.0,2500.0,1000.0,1.7,1.7,1.8,-0.10000000000000009
398,Derek Carrier,TE,Raiders,IND,2500.0,4000.0,5000.0,3333.0,2500.0,833.0,0.0,1500.0,2500.0,1000.0,2.1,2.1,4.8,-2.6999999999999997
399,Sean Culkin,TE,Chargers,MIA,2500.0,4000.0,5000.0,3333.0,2500.0,833.0,0.0,1500.0,2500.0,1000.0,0.0,0.0,0.0,0.0
400,Nick O'Leary,TE,Dolphins,LAC,2500.0,4200.0,5000.0,3500.0,2500.0,1000.0,0.0,1700.0,2500.0,800.0,1.5,1.5,1.8,-0.30000000000000004
401,Garrett Dickerson,TE,Giants,WAS,2500.0,4000.0,5000.0,3333.0,2500.0,833.0,0.0,1500.0,2500.0,1000.0,0.0,0.0,0.0,0.0
402,Eric Tomlinson,TE,Giants,WAS,2500.0,4000.0,5000.0,3333.0,2500.0,833.0,0.0,1500.0,2500.0,1000.0,0.0,0.0,1.4,-1.4
403,Jeremy Sprinkle,TE,Redskins,NYG,2500.0,4000.0,5000.0,3333.0,2500.0,833.0,0.0,1500.0,2500.0,1000.0,1.95,2.6,1.9,0.7000000000000002
404,Maxx Williams,TE,Cardinals,SEA,2500.0,4000.0,5000.0,3333.0,2500.0,833.0,0.0,1500.0,2500.0,1000.0,1.86,1.87,2.3,-0.4299999999999997
405,Tyler Ott,TE,Seahawks,,2500.0,,5000.0,,2500.0,,0.0,,2500.0,,0.0,0.0,,
406,Antony Auclair,TE,Buccaneers,LAR,2500.0,4000.0,5000.0,3333.0,2500.0,833.0,0.0,1500.0,2500.0,1000.0,0.0,0.0,0.0,0.0
407,Tanner Hudson,TE,Buccaneers,LAR,2500.0,4000.0,5000.0,3333.0,2500.0,833.0,0.0,1500.0,2500.0,1000.0,0.0,0.0,0.0,0.0
408,Johnny Mundt,TE,Rams,TB,2500.0,4000.0,5000.0,3333.0,2500.0,833.0,0.0,1500.0,2500.0,1000.0,0.0,0.0,1.0,-1.0
409,Bradley Sowell,TE,Bears,,2500.0,,5000.0,,2500.0,,0.0,,2500.0,,0.0,0.0,,
410,J.P. Holtz,TE,Bears,,2500.0,,5000.0,,2500.0,,0.0,,2500.0,,0.0,0.0,,
411,Patrick Scales,TE,Bears,,2500.0,,5000.0,,2500.0,,0.0,,2500.0,,0.0,0.0,,
412,Tyler Conklin,TE,Vikings,CHI,2500.0,4000.0,5000.0,3333.0,2500.0,833.0,0.0,1500.0,2500.0,1000.0,0.0,0.0,2.5,-2.5
413,Troy Fumagalli,TE,Broncos,JAC,2500.0,4000.0,5000.0,3333.0,2500.0,833.0,0.0,1500.0,2500.0,1000.0,0.56,0.57,1.2,-0.63
414,Andrew Beck,TE,Broncos,JAC,2500.0,4000.0,5000.0,3333.0,2500.0,833.0,0.0,1500.0,2500.0,1000.0,0.0,0.0,0.0,0.0
415,Seth DeValve,TE,Jaguars,DEN,2500.0,4000.0,5000.0,3333.0,2500.0,833.0,0.0,1500.0,2500.0,1000.0,0.0,0.0,3.2,-3.2
416,Matt Orzech,TE,Jaguars,,2500.0,,5000.0,,2500.0,,0.0,,2500.0,,0.0,0.0,,
417,Cardinals,DST,Cardinals,SEA,2400.0,3200.0,4200.0,2667.0,2100.0,267.0,-300.0,800.0,1800.0,1000.0,3.0,3.0,3.0,0.0
418,Panthers,DST,Panthers,HOU,2300.0,3500.0,4300.0,2917.0,2150.0,617.0,-150.0,1200.0,2000.0,800.0,7.0,7.67,7.7,-0.03000000000000025
419,Lions,DST,Lions,KC,2200.0,3100.0,3800.0,2583.0,1900.0,383.0,-300.0,900.0,1600.0,700.0,9.66,9.67,9.7,-0.02999999999999936
420,Buccaneers,DST,Buccaneers,LAR,2100.0,3200.0,3900.0,2667.0,1950.0,567.0,-150.0,1100.0,1800.0,700.0,9.66,9.67,9.7,-0.02999999999999936
421,Dolphins,DST,Dolphins,LAC,2000.0,2500.0,3800.0,2083.0,1900.0,83.0,-100.0,500.0,1800.0,1300.0,0.66,0.67,0.7,-0.029999999999999916
422,Drew Brees,,Saints,,,,12900.0,,6450.0,,,,,,12.66,,,
423,Dak Prescott,,Cowboys,,,,12100.0,,6050.0,,,,,,29.53,,,
424,Teddy Bridgewater,,Saints,,,,10900.0,,5450.0,,,,,,11.69,,,
425,Taysom Hill,,Saints,,,,10000.0,,5000.0,,,,,,4.76,,,
426,Clayton Thorson,,Cowboys,,,,10000.0,,5000.0,,,,,,0.0,,,
427,Cooper Rush,,Cowboys,,,,10000.0,,5000.0,,,,,,0.0,,,
428,J.T. Barrett IV,,Saints,,,,10000.0,,5000.0,,,,,,0.0,,,
429,Mike White,,Cowboys,,,,10000.0,,5000.0,,,,,,0.0,,,
430,Taryn Christion,,Cowboys,,,,10000.0,,5000.0,,,,,,0.0,,,
431,Alvin Kamara,,Saints,,,,16600.0,,8300.0,,,,,,22.66,,,
432,Ezekiel Elliott,,Cowboys,,,,16100.0,,8050.0,,,,,,18.4,,,
433,Latavius Murray,,Saints,,,,10200.0,,5100.0,,,,,,5.4,,,
434,Tony Pollard,,Cowboys,,,,9900.0,,4950.0,,,,,,10.23,,,
435,Alfred Morris,,Cowboys,,,,6000.0,,3000.0,,,,,,0.0,,,
436,Daniel Lasco II,,Saints,,,,6000.0,,3000.0,,,,,,0.0,,,
437,Darnell Holland,,Saints,,,,6000.0,,3000.0,,,,,,0.0,,,
438,Dwayne Washington,,Saints,,,,6000.0,,3000.0,,,,,,0.0,,,
439,Jacquizz Rodgers,,Saints,,,,6000.0,,3000.0,,,,,,0.0,,,
440,Jamize Olawale,,Cowboys,,,,6000.0,,3000.0,,,,,,0.0,,,
441,Javorius Allen,,Saints,,,,6000.0,,3000.0,,,,,,0.0,,,
442,Jordan Chunn,,Cowboys,,,,6000.0,,3000.0,,,,,,0.0,,,
443,Kerwynn Williams,,Saints,,,,6000.0,,3000.0,,,,,,0.0,,,
444,Martez Carter,,Saints,,,,6000.0,,3000.0,,,,,,0.0,,,
445,Matt Dayes,,Saints,,,,6000.0,,3000.0,,,,,,0.0,,,
446,Michael Burton,,Saints,,,,6000.0,,3000.0,,,,,,0.0,,,
447,Mike Weber,,Cowboys,,,,6000.0,,3000.0,,,,,,0.0,,,
448,Rob Kelley,,Saints,,,,6000.0,,3000.0,,,,,,0.0,,,
449,Ryan Yurachek,,Cowboys,,,,6000.0,,3000.0,,,,,,0.0,,,
450,Taquan Mizzell Sr.,,Saints,,,,6000.0,,3000.0,,,,,,0.0,,,
451,Zach Line,,Saints,,,,6000.0,,3000.0,,,,,,0.0,,,
452,Amari Cooper,,Cowboys,,,,14900.0,,7450.0,,,,,,22.26,,,
453,Michael Thomas,,Saints,,,,14800.0,,7400.0,,,,,,20.2,,,
454,Michael Gallup,,Cowboys,,,,10500.0,,5250.0,,,,,,19.3,,,
455,Randall Cobb,,Cowboys,,,,10000.0,,5000.0,,,,,,9.9,,,
456,Ted Ginn Jr.,,Saints,,,,9600.0,,4800.0,,,,,,7.86,,,
457,Tre'Quan Smith,,Saints,,,,9500.0,,4750.0,,,,,,9.25,,,
458,Devin Smith,,Cowboys,,,,6500.0,,3250.0,,,,,,7.43,,,
459,Austin Carr,,Saints,,,,6500.0,,3250.0,,,,,,0.0,,,
460,Tavon Austin,,Cowboys,,,,6000.0,,3000.0,,,,,,1.8,,,
461,Deonte Harris,,Saints,,,,6000.0,,3000.0,,,,,,1.76,,,
462,Cedrick Wilson,,Cowboys,,,,6000.0,,3000.0,,,,,,0.0,,,
463,Cyril Grayson Jr.,,Saints,,,,6000.0,,3000.0,,,,,,0.0,,,
464,Dez Bryant,,Saints,,,,6000.0,,3000.0,,,,,,0.0,,,
465,Emmanuel Butler,,Saints,,,,6000.0,,3000.0,,,,,,0.0,,,
466,Jalen Guyton,,Cowboys,,,,6000.0,,3000.0,,,,,,0.0,,,
467,Jon'Vea Johnson,,Cowboys,,,,6000.0,,3000.0,,,,,,0.0,,,
468,Keith Kirkwood,,Saints,,,,6000.0,,3000.0,,,,,,0.0,,,
469,Krishawn Hogan,,Saints,,,,6000.0,,3000.0,,,,,,0.0,,,
470,Lance Lenoir Jr.,,Cowboys,,,,6000.0,,3000.0,,,,,,0.0,,,
471,Lil'Jordan Humphrey,,Saints,,,,6000.0,,3000.0,,,,,,0.0,,,
472,Micah Wright,,Saints,,,,6000.0,,3000.0,,,,,,0.0,,,
473,Noah Brown,,Cowboys,,,,6000.0,,3000.0,,,,,,0.0,,,
474,Reggie Davis,,Cowboys,,,,6000.0,,3000.0,,,,,,0.0,,,
475,Rishard Matthews,,Saints,,,,6000.0,,3000.0,,,,,,0.0,,,
476,Simmie Cobbs Jr.,,Saints,,,,6000.0,,3000.0,,,,,,0.0,,,
477,Terrance Williams,,Cowboys,,,,6000.0,,3000.0,,,,,,0.0,,,
478,Travin Dural,,Saints,,,,6000.0,,3000.0,,,,,,0.0,,,
479,Ventell Bryant,,Cowboys,,,,6000.0,,3000.0,,,,,,0.0,,,
480,Jared Cook,,Saints,,,,9900.0,,4950.0,,,,,,3.96,,,
481,Jason Witten,,Cowboys,,,,7000.0,,3500.0,,,,,,10.46,,,
482,Josh Hill,,Saints,,,,6500.0,,3250.0,,,,,,0.73,,,
483,Blake Jarwin,,Cowboys,,,,5500.0,,2750.0,,,,,,5.8,,,
484,A.J. Derby,,Saints,,,,5000.0,,2500.0,,,,,,0.0,,,
485,Alize Mack,,Saints,,,,5000.0,,2500.0,,,,,,0.0,,,
486,Codey McElroy,,Cowboys,,,,5000.0,,2500.0,,,,,,0.0,,,
487,Cole Hikutini,,Cowboys,,,,5000.0,,2500.0,,,,,,0.0,,,
488,Dalton Schultz,,Cowboys,,,,5000.0,,2500.0,,,,,,0.0,,,
489,Dan Arnold,,Saints,,,,5000.0,,2500.0,,,,,,0.0,,,
490,Garrett Griffin,,Saints,,,,5000.0,,2500.0,,,,,,0.0,,,
491,Marcus Lucas,,Cowboys,,,,5000.0,,2500.0,,,,,,0.0,,,
492,Michael Hoomanawanui,,Saints,,,,5000.0,,2500.0,,,,,,0.0,,,
493,Shane Smith,,Saints,,,,5000.0,,2500.0,,,,,,0.0,,,
494,Cowboys,,Cowboys,,,,5700.0,,2850.0,,,,,,6.33,,,
495,Saints,,Saints,,,,5600.0,,2800.0,,,,,,8.66,,,
496,Tyler Bray,,,MIN,,6000.0,,5000.0,,,,,,,,,0.0,
497,Kyle Shurmur,,,DET,,6000.0,,5000.0,,,,,,,,,0.0,
498,Logan Woodside,,,ATL,,6000.0,,5000.0,,,,,,,,,0.0,
499,Jake Rudock,,,LAC,,6000.0,,5000.0,,,,,,,,,0.0,
500,Nick Fitzgerald,,,LAR,,6000.0,,5000.0,,,,,,,,,0.0,
501,Jake Browning,,,CHI,,6000.0,,5000.0,,,,,,,,,0.0,
502,Nick Foles,,,DEN,,6000.0,,5000.0,,,,,,,,,7.0,
503,Drew Lock,,,JAC,,6000.0,,5000.0,,,,,,,,,0.0,
504,Drew Stanton,,,BAL,,6000.0,,5000.0,,,,,,,,,0.0,
505,Chase Litton,,,DEN,,6000.0,,5000.0,,,,,,,,,0.0,
506,Brett Rypien,,,JAC,,6000.0,,5000.0,,,,,,,,,0.0,
507,Josh Johnson,,,KC,,6000.0,,5000.0,,,,,,,,,13.4,
508,Phillip Walker,,,OAK,,6000.0,,5000.0,,,,,,,,,0.0,
509,Davis Webb,,,NE,,6000.0,,5000.0,,,,,,,,,0.0,
510,John Wolford,,,TB,,6000.0,,5000.0,,,,,,,,,0.0,
511,Danny Etling,,,TEN,,6000.0,,5000.0,,,,,,,,,0.0,
512,Derrius Guice,,,NYG,,5600.0,,4667.0,,,,,,,,,5.3,
513,Antonio Callaway,,,BAL,,5100.0,,4250.0,,,,,,,,,6.9,
514,Duke Williams,,,NE,,4500.0,,3750.0,,,,,,,,,0.0,
515,Juwan Foggie,,,NE,,4500.0,,3750.0,,,,,,,,,0.0,
516,Isaiah Ford,,,LAC,,4500.0,,3750.0,,,,,,,,,0.0,
517,Elijah McGuire,,,BAL,,4500.0,,3750.0,,,,,,,,,9.6,
