Position, Name, Team, Game, Avg FPPG, Salary
"WR","Keke Coutee","Texans","HOU @ LAC","0.0","$6,700.00"
"WR","DeAndre Carter","Texans","HOU @ LAC","0.45","$6,000.00"
"TE","Darren Fells","Texans","HOU @ LAC","0.0","$5,000.00"
"WR","Kenny Stills","Texans","HOU @ LAC","12.7","$7,700.00"
"WR","Will Fuller V","Texans","HOU @ LAC","8.9","$9,100.00"
"WR","DeAndre Hopkins","Texans","HOU @ LAC","34.1","$14,600.00"
"TE","Jerell Adams","Texans","HOU @ LAC","0.0","$5,000.00"
"TE","Logan Paulsen","Texans","HOU @ LAC","0.0","$5,000.00"
"QB","Alex McGough","Texans","HOU @ LAC","0.0","$10,000.00"
"QB","AJ McCarron","Texans","HOU @ LAC","0.0","$10,000.00"
"RB","Buddy Howell","Texans","HOU @ LAC","0.0","$6,000.00"
"RB","Duke Johnson","Texans","HOU @ LAC","13.0","$9,000.00"
"QB","Deshaun Watson","Texans","HOU @ LAC","31.72","$12,400.00"
"RB","Carlos Hyde","Texans","HOU @ LAC","9.5","$8,500.00"
"TE","Jordan Akins","Texans","HOU @ LAC","2.7","$5,200.00"
"DST","Houston Texans","Texans","HOU @ LAC","2.0","$5,000.00"
"RB","Cullen Gillaspia","Texans","HOU @ LAC","0.0","$6,000.00"
"WR","Trent Taylor","49ers","PIT @ SF","0.0","$6,000.00"
"WR","Richie James Jr.","49ers","PIT @ SF","6.3","$6,000.00"
"WR","Dante Pettis","49ers","PIT @ SF","1.17","$8,800.00"
"TE","Ross Dwelley","49ers","PIT @ SF","0.0","$5,000.00"
"RB","Raheem Mostert","49ers","PIT @ SF","14.55","$9,200.00"
"RB","Matt Breida","49ers","PIT @ SF","10.45","$10,100.00"
"QB","C.J. Beathard","49ers","PIT @ SF","0.0","$10,000.00"
"WR","Marquise Goodwin","49ers","PIT @ SF","9.2","$9,100.00"
"RB","Jeff Wilson Jr.","49ers","PIT @ SF","0.0","$6,000.00"
"RB","Tevin Coleman","49ers","PIT @ SF","7.6","$8,800.00"
"RB","Kyle Juszczyk","49ers","PIT @ SF","1.05","$6,000.00"
"WR","Deebo Samuel","49ers","PIT @ SF","13.05","$9,300.00"
"TE","George Kittle","49ers","PIT @ SF","13.4","$10,300.00"
"QB","Nick Mullens","49ers","PIT @ SF","0.0","$10,000.00"
"WR","Kendrick Bourne","49ers","PIT @ SF","1.65","$6,000.00"
"TE","Levine Toilolo","49ers","PIT @ SF","0.0","$5,000.00"
"WR","Jalen Hurd","49ers","PIT @ SF","0.0","$6,000.00"
"QB","Jimmy Garoppolo","49ers","PIT @ SF","11.44","$11,700.00"
"DST","San Francisco 49ers","49ers","PIT @ SF","27.0","$6,600.00"
"RB","James Conner","Steelers","PIT @ SF","12.0","$13,100.00"
"RB","Roosevelt Nix","Steelers","PIT @ SF","0.0","$6,000.00"
"QB","Ben Roethlisberger","Steelers","PIT @ SF","6.87","$11,200.00"
"WR","Ryan Switzer","Steelers","PIT @ SF","4.95","$6,000.00"
"WR","James Washington","Steelers","PIT @ SF","5.7","$6,500.00"
"WR","Donte Moncrief","Steelers","PIT @ SF","1.85","$7,500.00"
"WR","JuJu Smith-Schuster","Steelers","PIT @ SF","13.6","$12,100.00"
"TE","Zach Gentry","Steelers","PIT @ SF","0.0","$5,000.00"
"TE","Xavier Grimble","Steelers","PIT @ SF","0.0","$5,000.00"
"TE","Vance McDonald","Steelers","PIT @ SF","14.4","$8,000.00"
"RB","Benny Snell Jr.","Steelers","PIT @ SF","1.15","$6,200.00"
"RB","Jaylen Samuels","Steelers","PIT @ SF","2.85","$10,100.00"
"WR","Diontae Johnson","Steelers","PIT @ SF","4.1","$6,000.00"
"WR","Johnny Holton","Steelers","PIT @ SF","0.0","$6,000.00"
"QB","Mason Rudolph","Steelers","PIT @ SF","0.0","$10,400.00"
"DST","Pittsburgh Steelers","Steelers","PIT @ SF","0.0","$4,200.00"
"WR","Malik Turner","Seahawks","NO @ SEA","4.2","$7,000.00"
"WR","Jaron Brown","Seahawks","NO @ SEA","0.0","$6,000.00"
"WR","DK Metcalf","Seahawks","NO @ SEA","14.0","$9,000.00"
"WR","Tyler Lockett","Seahawks","NO @ SEA","14.65","$12,500.00"
"TE","Nick Vannett","Seahawks","NO @ SEA","2.95","$5,000.00"
"RB","Travis Homer","Seahawks","NO @ SEA","0.0","$6,000.00"
"RB","C.J. Prosise","Seahawks","NO @ SEA","2.5","$6,000.00"
"QB","Russell Wilson","Seahawks","NO @ SEA","22.4","$13,300.00"
"WR","David Moore","Seahawks","NO @ SEA","0.0","$6,000.00"
"RB","Chris Carson","Seahawks","NO @ SEA","17.85","$11,500.00"
"TE","Tyler Ott","Seahawks","NO @ SEA","0.0","$5,000.00"
"TE","Will Dissly","Seahawks","NO @ SEA","12.1","$7,000.00"
"QB","Geno Smith","Seahawks","NO @ SEA","0.0","$10,000.00"
"WR","Gary Jennings","Seahawks","NO @ SEA","0.0","$6,000.00"
"RB","Rashaad Penny","Seahawks","NO @ SEA","1.8","$9,000.00"
"WR","John Ursua","Seahawks","NO @ SEA","0.0","$6,000.00"
"RB","Nick Bellore","Seahawks","NO @ SEA","0.0","$6,000.00"
"DST","Seattle Seahawks","Seahawks","NO @ SEA","12.0","$7,000.00"
"QB","Drew Brees","Saints","NO @ SEA","12.66","$11,300.00"
"WR","Keith Kirkwood","Saints","NO @ SEA","0.0","$6,000.00"
"QB","Taysom Hill","Saints","NO @ SEA","6.15","$10,000.00"
"WR","Austin Carr","Saints","NO @ SEA","0.0","$6,000.00"
"WR","Ted Ginn Jr.","Saints","NO @ SEA","20.1","$7,000.00"
"TE","Josh Hill","Saints","NO @ SEA","0.8","$5,000.00"
"TE","Jared Cook","Saints","NO @ SEA","5.1","$7,000.00"
"RB","Dwayne Washington","Saints","NO @ SEA","0.0","$6,000.00"
"RB","Latavius Murray","Saints","NO @ SEA","8.0","$7,700.00"
"RB","Alvin Kamara","Saints","NO @ SEA","15.45","$14,900.00"
"WR","Tre'Quan Smith","Saints","NO @ SEA","9.25","$7,300.00"
"RB","Zach Line","Saints","NO @ SEA","0.0","$6,000.00"
"QB","Teddy Bridgewater","Saints","NO @ SEA","7.1","$10,300.00"
"WR","Deonte Harris","Saints","NO @ SEA","0.0","$6,000.00"
"WR","Michael Thomas","Saints","NO @ SEA","25.3","$13,700.00"
"DST","New Orleans Saints","Saints","NO @ SEA","7.0","$4,500.00"
"WR","Antonio Callaway","Browns","LAR @ CLE","0.0","$7,400.00"
"WR","Rashard Higgins","Browns","LAR @ CLE","6.6","$8,000.00"
"RB","Joe Kerridge","Browns","LAR @ CLE","0.0","$6,000.00"
"WR","D.J. Montgomery","Browns","LAR @ CLE","0.0","$6,000.00"
"QB","Drew Stanton","Browns","LAR @ CLE","0.0","$10,000.00"
"WR","Damon Sheehy-Guiseppi","Browns","LAR @ CLE","0.0","$6,000.00"
"WR","Damion Ratley","Browns","LAR @ CLE","3.7","$6,000.00"
"WR","Dorian Baker","Browns","LAR @ CLE","0.0","$6,000.00"
"WR","KhaDarel Hodge","Browns","LAR @ CLE","0.0","$6,000.00"
"WR","Taywan Taylor","Browns","LAR @ CLE","0.0","$6,000.00"
"WR","Derrick Willies","Browns","LAR @ CLE","0.0","$6,000.00"
"WR","Shelton Gibson","Browns","LAR @ CLE","0.0","$6,000.00"
"WR","Ishmael Hyman","Browns","LAR @ CLE","0.0","$6,000.00"
"WR","Jaelen Strong","Browns","LAR @ CLE","0.0","$6,000.00"
"WR","Blake Jackson","Browns","LAR @ CLE","0.0","$6,000.00"
"WR","Braxton Miller","Browns","LAR @ CLE","0.0","$6,000.00"
"WR","Jarvis Landry","Browns","LAR @ CLE","11.7","$11,800.00"
"WR","Odell Beckham Jr.","Browns","LAR @ CLE","14.1","$15,400.00"
"TE","Mik'Quan Deane","Browns","LAR @ CLE","0.0","$5,000.00"
"TE","Stephen Carlson","Browns","LAR @ CLE","0.0","$5,000.00"
"TE","Ricky Seals-Jones","Browns","LAR @ CLE","0.0","$5,000.00"
"TE","Rico Gathers","Browns","LAR @ CLE","0.0","$5,000.00"
"TE","Pharaoh Brown","Browns","LAR @ CLE","0.0","$5,000.00"
"TE","Demetrius Harris","Browns","LAR @ CLE","0.0","$5,000.00"
"TE","David Njoku","Browns","LAR @ CLE","13.7","$7,400.00"
"RB","L.J. Scott","Browns","LAR @ CLE","0.0","$6,000.00"
"RB","Trayone Gray","Browns","LAR @ CLE","0.0","$6,000.00"
"RB","D'Ernest Johnson","Browns","LAR @ CLE","5.6","$6,000.00"
"RB","A.J. Ouellette","Browns","LAR @ CLE","0.0","$6,000.00"
"RB","Nick Chubb","Browns","LAR @ CLE","11.5","$12,400.00"
"QB","Garrett Gilbert","Browns","LAR @ CLE","0.0","$10,000.00"
"RB","Kareem Hunt","Browns","LAR @ CLE","0.0","$6,000.00"
"WR","Rod Streater","Browns","LAR @ CLE","0.0","$6,000.00"
"RB","Elijah McGuire","Browns","LAR @ CLE","0.0","$6,000.00"
"RB","Dontrell Hilliard","Browns","LAR @ CLE","8.8","$7,100.00"
"QB","Baker Mayfield","Browns","LAR @ CLE","12.4","$10,800.00"
"DST","Cleveland Browns","Browns","LAR @ CLE","0.0","$4,100.00"
"WR","Josh Reynolds","Rams","LAR @ CLE","0.0","$8,000.00"
"RB","Malcolm Brown","Rams","LAR @ CLE","11.5","$8,900.00"
"WR","Justin Sumpter","Rams","LAR @ CLE","0.0","$6,000.00"
"WR","Austin Proehl","Rams","LAR @ CLE","0.0","$6,000.00"
"WR","Jalen Greene","Rams","LAR @ CLE","0.0","$6,000.00"
"WR","Jonathan Lloyd","Rams","LAR @ CLE","0.0","$6,000.00"
"WR","Jordan Harris","Rams","LAR @ CLE","0.0","$6,000.00"
"WR","Mike Thomas","Rams","LAR @ CLE","0.0","$6,000.00"
"WR","JoJo Natson","Rams","LAR @ CLE","0.0","$6,000.00"
"WR","Brandin Cooks","Rams","LAR @ CLE","11.25","$11,500.00"
"WR","Robert Woods","Rams","LAR @ CLE","11.4","$12,400.00"
"TE","Kendall Blanton","Rams","LAR @ CLE","0.0","$5,000.00"
"TE","Romello Brooker","Rams","LAR @ CLE","0.0","$5,000.00"
"TE","Johnny Mundt","Rams","LAR @ CLE","0.0","$5,000.00"
"RB","Matt Colburn","Rams","LAR @ CLE","0.0","$6,000.00"
"RB","John Kelly","Rams","LAR @ CLE","0.0","$6,000.00"
"RB","Todd Gurley II","Rams","LAR @ CLE","13.4","$12,200.00"
"QB","Blake Bortles","Rams","LAR @ CLE","0.0","$10,000.00"
"QB","Jared Goff","Rams","LAR @ CLE","15.28","$12,800.00"
"WR","Cooper Kupp","Rams","LAR @ CLE","16.1","$11,900.00"
"TE","Gerald Everett","Rams","LAR @ CLE","3.4","$5,200.00"
"QB","John Wolford","Rams","LAR @ CLE","0.0","$10,000.00"
"RB","Darrell Henderson Jr.","Rams","LAR @ CLE","0.0","$6,000.00"
"WR","Alex Bachman","Rams","LAR @ CLE","0.0","$6,000.00"
"WR","Nsimba Webster","Rams","LAR @ CLE","0.0","$6,000.00"
"TE","Tyler Higbee","Rams","LAR @ CLE","12.0","$5,600.00"
"TE","Keenen Brown","Rams","LAR @ CLE","0.0","$5,000.00"
"DST","Los Angeles Rams","Rams","LAR @ CLE","9.0","$6,400.00"
