Instructions,,,,,,,,,,,,,,
1) Create a lineup by inserting any player from this list into their appropriate position columns,,,,,,,,,,,,,,
2) You can paste either the Player ID + Name OR ID from their respective columns,,,,,,,,,,,,,,
3) Any information to the right of the last position column will be ignored in the upload,,,,,,,,,,,,,,
4) Maximum of 250 lineups per upload,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Player ID + Player Name,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier
38352-34308:Blake Bortles,38352-34308,QB,Blake,Blake Bortles,Bortles,14.17076932,13,6000,NO@LAR,LAR,NO,,,
38352-22027:Nick Foles,38352-22027,QB,Nick,Nick Foles,Foles,7,1,6000,JAC@HOU,JAC,HOU,IR,Collarbone,
38352-60947:Jarrett Stidham,38352-60947,QB,Jarrett,Jarrett Stidham,Stidham,0,0,6000,NE@MIA,NE,MIA,,,
38352-30231:Jacoby Brissett,38352-30231,QB,Jacoby,Jacoby Brissett,Brissett,16.5,1,6000,IND@TEN,IND,TEN,,,
38352-40482:Tim Boyle,38352-40482,QB,Tim,Tim Boyle,Boyle,0,0,6000,MIN@GB,GB,MIN,,,
38352-23075:Alex Tanney,38352-23075,QB,Alex,Alex Tanney,Tanney,0,0,6000,BUF@NYG,NYG,BUF,,,
38352-64051:Drew Lock,38352-64051,QB,Drew,Drew Lock,Lock,0,0,6000,CHI@DEN,DEN,CHI,IR,Thumb,
38352-7761:Jared Cook,38352-7761,TE,Jared,Jared Cook,Cook,4.699999809,1,6000,NO@LAR,NO,LAR,,,
38352-41562:Nick Mullens,38352-41562,QB,Nick,Nick Mullens,Mullens,16.68499947,8,6000,SF@CIN,SF,CIN,,,
38352-8803:Chase Daniel,38352-8803,QB,Chase,Chase Daniel,Daniel,8.050000191,4,6000,CHI@DEN,CHI,DEN,,,
38352-6808:Matt Moore,38352-6808,QB,Matt,Matt Moore,Moore,-0.100000001,1,6000,KC@OAK,KC,OAK,,,
38352-44715:Cooper Rush,38352-44715,QB,Cooper,Cooper Rush,Rush,0,0,6000,DAL@WAS,DAL,WAS,,,
38352-62133:Chase Litton,38352-62133,QB,Chase,Chase Litton,Litton,0,0,6000,JAC@HOU,JAC,HOU,,,
38352-7872:Brian Hoyer,38352-7872,QB,Brian,Brian Hoyer,Hoyer,-0.103999996,5,6000,IND@TEN,IND,TEN,,,
38352-61157:Brett Rypien,38352-61157,QB,Brett,Brett Rypien,Rypien,0,0,6000,CHI@DEN,DEN,CHI,,,
38352-29445:Sean Mannion,38352-29445,QB,Sean,Sean Mannion,Mannion,0.006666667,3,6000,MIN@GB,MIN,GB,,,
38352-46866:Ryan Finley,38352-46866,QB,Ryan,Ryan Finley,Finley,0,0,6000,SF@CIN,CIN,SF,,,
38352-25410:Mike Glennon,38352-25410,QB,Mike,Mike Glennon,Glennon,5.480000019,2,6000,KC@OAK,OAK,KC,,,
38352-27477:Sterling Shepard,38352-27477,WR,Sterling,Sterling Shepard,Shepard,7.199999809,1,6000,BUF@NYG,NYG,BUF,Q,Concussion,
38352-8023:Josh Johnson,38352-8023,QB,Josh,Josh Johnson,Johnson,13.39999962,4,6000,LAC@DET,DET,LAC,,,
38352-104281:Jake Dolegala,38352-104281,QB,Jake,Jake Dolegala,Dolegala,0,0,6000,SF@CIN,CIN,SF,,,
38352-41827:Phillip Walker,38352-41827,QB,Phillip,Phillip Walker,Walker,0,0,6000,IND@TEN,IND,TEN,,,
38352-55148:Clayton Thorson,38352-55148,QB,Clayton,Clayton Thorson,Thorson,0,0,6000,DAL@WAS,DAL,WAS,,,
38352-26483:Geno Smith,38352-26483,QB,Geno,Geno Smith,Smith,-0.370000005,4,6000,SEA@PIT,SEA,PIT,,,
38352-39795:Davis Webb,38352-39795,QB,Davis,Davis Webb,Webb,0,0,6000,BUF@NYG,BUF,NYG,,,
38352-56192:John Wolford,38352-56192,QB,John,John Wolford,Wolford,0,0,6000,NO@LAR,LAR,NO,,,
38352-62364:Josh Rosen,38352-62364,QB,Josh,Josh Rosen,Rosen,-0.800000012,1,6000,NE@MIA,MIA,NE,,,
38352-29605:Matt Barkley,38352-29605,QB,Matt,Matt Barkley,Barkley,17.07999992,1,6000,BUF@NYG,BUF,NYG,,,
38352-56286:Trace McSorley,38352-56286,QB,Trace,Trace McSorley,McSorley,0,0,6000,ARI@BAL,BAL,ARI,,,
38352-57403:Courtland Sutton,38352-57403,WR,Courtland,Courtland Sutton,Sutton,15.5,1,5900,CHI@DEN,DEN,CHI,,,
38352-62535:Tyrell Williams,38352-62535,WR,Tyrell,Tyrell Williams,Williams,19.5,1,5900,KC@OAK,OAK,KC,,,
38352-27776:Tevin Coleman,38352-27776,RB,Tevin,Tevin Coleman,Coleman,6.599999905,1,5900,SF@CIN,SF,CIN,O,Ankle,
