"QB","RB","RB","WR","WR","WR","TE","FLEX","DEF","","Instructions"
"","","","","","","","","","","1) Create a lineup by inserting any player from this list into their appropriate position columns"
"","","","","","","","","","","2) You can paste either the Player ID + Name OR ID from their respective columns"
"","","","","","","","","","","3) Any information to the right of the last position column will be ignored in the upload"
"","","","","","","","","","","4) Maximum of 250 lineups per upload"
"","","","","","","","","",""
"","","","","","","","","","","Player ID + Player Name","Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","Tier","",""
"","","","","","","","","","","38746-34308:Blake Bortles","38746-34308","QB","Blake","Blake Bortles","Bortles","14.170769324669472","13","6000","TB@LAR","LAR","TB","","","","",""
"","","","","","","","","","","38746-22027:Nick Foles","38746-22027","QB","Nick","Nick Foles","Foles","7","1","6000","JAC@DEN","JAC","DEN","IR","Collarbone","","",""
"","","","","","","","","","","38746-60947:Jarrett Stidham","38746-60947","QB","Jarrett","Jarrett Stidham","Stidham","-0.4399999976158142","1","6000","NE@BUF","NE","BUF","","","","",""
"","","","","","","","","","","38746-6679:Matt Schaub","38746-6679","QB","Matt","Matt Schaub","Schaub","0.30000001192092896","2","6000","TEN@ATL","ATL","TEN","","","","",""
"","","","","","","","","","","38746-23075:Alex Tanney","38746-23075","QB","Alex","Alex Tanney","Tanney","0","0","6000","WAS@NYG","NYG","WAS","","","","",""
"","","","","","","","","","","38746-64051:Drew Lock","38746-64051","QB","Drew","Drew Lock","Lock","0","0","6000","JAC@DEN","DEN","JAC","IR","Thumb","","",""
"","","","","","","","","","","38746-73273:David Montgomery","38746-73273","RB","David","David Montgomery","Montgomery","9.299999872843424","3","6000","MIN@CHI","CHI","MIN","","","","",""
"","","","","","","","","","","38746-7744:Drew Stanton","38746-7744","QB","Drew","Drew Stanton","Stanton","0","0","6000","CLE@BAL","CLE","BAL","IR","Knee","","",""
"","","","","","","","","","","38746-8803:Chase Daniel","38746-8803","QB","Chase","Chase Daniel","Daniel","8.050000190734863","4","6000","MIN@CHI","CHI","MIN","","","","",""
"","","","","","","","","","","38746-6808:Matt Moore","38746-6808","QB","Matt","Matt Moore","Moore","-0.10000000149011612","1","6000","KC@DET","KC","DET","","","","",""
"","","","","","","","","","","38746-6826:Eli Manning","38746-6826","QB","Eli","Eli Manning","Manning","13.520000457763672","2","6000","WAS@NYG","NYG","WAS","","","","",""
"","","","","","","","","","","38746-52917:DJ Chark Jr.","38746-52917","WR","DJ","DJ Chark Jr.","Chark Jr.","17.733333587646484","3","6000","JAC@DEN","JAC","DEN","","","","",""
"","","","","","","","","","","38746-62133:Chase Litton","38746-62133","QB","Chase","Chase Litton","Litton","0","0","6000","JAC@DEN","JAC","DEN","","","","",""
"","","","","","","","","","","38746-7872:Brian Hoyer","38746-7872","QB","Brian","Brian Hoyer","Hoyer","-0.10399999618530273","5","6000","OAK@IND","IND","OAK","","","","",""
"","","","","","","","","","","38746-61157:Brett Rypien","38746-61157","QB","Brett","Brett Rypien","Rypien","0","0","6000","JAC@DEN","DEN","JAC","","","","",""
"","","","","","","","","","","38746-6914:Greg Olsen","38746-6914","TE","Greg","Greg Olsen","Olsen","14.033332824707031","3","6000","CAR@HOU","CAR","HOU","","","","",""
"","","","","","","","","","","38746-29445:Sean Mannion","38746-29445","QB","Sean","Sean Mannion","Mannion","-0.20000000298023224","1","6000","MIN@CHI","MIN","CHI","","","","",""
"","","","","","","","","","","38746-25410:Mike Glennon","38746-25410","QB","Mike","Mike Glennon","Glennon","5.480000019073486","2","6000","OAK@IND","OAK","IND","","","","",""
"","","","","","","","","","","38746-8023:Josh Johnson","38746-8023","QB","Josh","Josh Johnson","Johnson","13.399999618530273","4","6000","KC@DET","DET","KC","","","","",""
"","","","","","","","","","","38746-41827:Phillip Walker","38746-41827","QB","Phillip","Phillip Walker","Walker","0","0","6000","OAK@IND","IND","OAK","","","","",""
"","","","","","","","","","","38746-14194:Blaine Gabbert","38746-14194","QB","Blaine","Blaine Gabbert","Gabbert","4.630000114440918","8","6000","TB@LAR","TB","LAR","IR","Shoulder","","",""
"","","","","","","","","","","38746-26483:Geno Smith","38746-26483","QB","Geno","Geno Smith","Smith","-0.3700000047683716","4","6000","SEA@ARI","SEA","ARI","","","","",""
"","","","","","","","","","","38746-39795:Davis Webb","38746-39795","QB","Davis","Davis Webb","Webb","0","0","6000","NE@BUF","BUF","NE","","","","",""
"","","","","","","","","","","38746-56192:John Wolford","38746-56192","QB","John","John Wolford","Wolford","0","0","6000","TB@LAR","LAR","TB","","","","",""
"","","","","","","","","","","38746-29605:Matt Barkley","38746-29605","QB","Matt","Matt Barkley","Barkley","17.079999923706055","1","6000","NE@BUF","BUF","NE","","","","",""
"","","","","","","","","","","38746-33702:Ryan Griffin","38746-33702","QB","Ryan","Ryan Griffin","Griffin","0","0","6000","TB@LAR","TB","LAR","","","","",""
"","","","","","","","","","","38746-38837:Danny Etling","38746-38837","QB","Danny","Danny Etling","Etling","0","0","6000","TEN@ATL","ATL","TEN","","","","",""
"","","","","","","","","","","38746-56286:Trace McSorley","38746-56286","QB","Trace","Trace McSorley","McSorley","0","0","6000","CLE@BAL","BAL","CLE","","","","",""
"","","","","","","","","","","38746-42028:Will Fuller V","38746-42028","WR","Will","Will Fuller V","Fuller V","7.166666666666667","3","5900","CAR@HOU","HOU","CAR","","","","",""
"","","","","","","","","","","38746-62535:Tyrell Williams","38746-62535","WR","Tyrell","Tyrell Williams","Williams","14.333333333333334","3","5900","OAK@IND","OAK","IND","","","","",""
"","","","","","","","","","","38746-25813:Phillip Dorsett II","38746-25813","WR","Phillip","Phillip Dorsett II","Dorsett II","14.800000508626303","3","5900","NE@BUF","NE","BUF","","","","",""
"","","","","","","","","","","38746-39286:O.J. Howard","38746-39286","TE","O.J.","O.J. Howard","Howard","5.650000095367432","2","5900","TB@LAR","TB","LAR","","","","",""
"","","","","","","","","","","38746-60858:Christian Kirk","38746-60858","WR","Christian","Christian Kirk","Kirk","11.233333587646484","3","5900","SEA@ARI","ARI","SEA","","","","",""
